,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,영화이름
0,2016-07-27,901,0.195,4702,0.273,842680,0.296,0.551,2922521800,2872953700 ( 5796.0% ),464460,458963 ( 8349.3% ),3029748900,477171,1,046_인천상륙작전.xlsx
1,2016-07-28,904,0.191,4803,0.274,849723,0.293,0.417,2635577800,-286944000 ( -9.8% ),354500,-109960 ( -23.7% ),5665326700,831671,1,046_인천상륙작전.xlsx
2,2016-07-29,942,0.198,5032,0.281,888883,0.301,0.456,3364992124,729414324 ( 27.7% ),405477,50977 ( 14.4% ),9030318824,1237148,1,046_인천상륙작전.xlsx
3,2016-07-30,1038,0.209,5574,0.303,983541,0.324,0.703,5741071923,2376079799 ( 70.6% ),691478,286001 ( 70.5% ),14771390747,1928626,1,046_인천상륙작전.xlsx
4,2016-07-31,1049,0.216,5666,0.312,1011374,0.337,0.69,5844388660,103316737 ( 1.8% ),697945,6467 ( 0.9% ),20615779407,2626571,1,046_인천상륙작전.xlsx
5,2016-08-01,995,0.217,5609,0.317,1031623,0.353,0.48,3707436420,-2136952240 ( -36.6% ),495531,-202414 ( -29.0% ),24323215827,3122102,1,046_인천상륙작전.xlsx
6,2016-08-02,1013,0.215,5628,0.317,1035268,0.354,0.447,3435641900,-271794520 ( -7.3% ),462324,-33207 ( -6.7% ),27758857727,3584426,1,046_인천상륙작전.xlsx
7,2016-08-03,776,0.155,3673,0.206,689006,0.235,0.464,2372148900,-1063493000 ( -31.0% ),319553,-142771 ( -30.9% ),30131006627,3903979,2,046_인천상륙작전.xlsx
8,2016-08-04,772,0.146,3584,0.2,661794,0.225,0.398,1945025240,-427123660 ( -18.0% ),263094,-56459 ( -17.7% ),32076031867,4167073,1,046_인천상륙작전.xlsx
9,2016-08-05,817,0.152,3688,0.203,680457,0.228,0.401,2261338701,316313461 ( 16.3% ),273005,9911 ( 3.8% ),34337370568,4440078,2,046_인천상륙작전.xlsx
10,2016-08-06,831,0.152,3771,0.203,688762,0.225,0.6,3456337250,1194998549 ( 52.8% ),413581,140576 ( 51.5% ),37793707818,4853659,2,046_인천상륙작전.xlsx
11,2016-08-07,816,0.151,3703,0.203,680239,0.227,0.576,3284964400,-171372850 ( -5.0% ),391895,-21686 ( -5.2% ),41078672218,5245554,2,046_인천상륙작전.xlsx
12,2016-08-08,754,0.153,3572,0.204,646129,0.224,0.262,1251919320,-2033045080 ( -61.9% ),169310,-222585 ( -56.8% ),42330591538,5414864,2,046_인천상륙작전.xlsx
13,2016-08-09,753,0.149,3551,0.203,640847,0.222,0.235,1100966200,-150953120 ( -12.1% ),150546,-18764 ( -11.1% ),43431557738,5565410,2,046_인천상륙작전.xlsx
14,2016-08-10,567,0.108,2217,0.129,343341,0.122,0.303,751866100,-349100100 ( -31.7% ),103963,-46583 ( -30.9% ),44183423838,5669373,3,046_인천상륙작전.xlsx
15,2016-08-11,549,0.101,2199,0.127,342088,0.12,0.277,689709200,-62156900 ( -8.3% ),94775,-9188 ( -8.8% ),44873133038,5764148,3,046_인천상륙작전.xlsx
16,2016-08-12,577,0.103,2221,0.126,344707,0.119,0.295,823443516,133734316 ( 19.4% ),101838,7063 ( 7.5% ),45696576554,5865986,3,046_인천상륙작전.xlsx
17,2016-08-13,588,0.097,2104,0.116,321188,0.108,0.532,1424011399,600567883 ( 72.9% ),171009,69171 ( 67.9% ),47120587953,6036995,3,046_인천상륙작전.xlsx
18,2016-08-14,581,0.096,2079,0.115,314044,0.106,0.615,1630780300,206768901 ( 14.5% ),193124,22115 ( 12.9% ),48751368253,6230119,3,046_인천상륙작전.xlsx
19,2016-08-15,586,0.101,2064,0.117,310888,0.108,0.611,1560713900,-70066400 ( -4.3% ),189850,-3274 ( -1.7% ),50312082153,6419969,3,046_인천상륙작전.xlsx
20,2016-08-16,546,0.103,2018,0.12,302836,0.11,0.208,451309100,-1109404800 ( -71.1% ),62998,-126852 ( -66.8% ),50763391253,6482967,3,046_인천상륙작전.xlsx
21,2016-08-17,509,0.09,1325,0.079,181918,0.066,0.237,302981400,-148327700 ( -32.9% ),43044,-19954 ( -31.7% ),51066372653,6526011,4,046_인천상륙작전.xlsx
22,2016-08-18,538,0.092,1320,0.078,180875,0.065,0.235,297162500,-5818900 ( -1.9% ),42582,-462 ( -1.1% ),51363535153,6568593,4,046_인천상륙작전.xlsx
23,2016-08-19,511,0.086,1320,0.077,181777,0.065,0.23,332805600,35643100 ( 12.0% ),41876,-706 ( -1.7% ),51696340753,6610469,4,046_인천상륙작전.xlsx
24,2016-08-20,511,0.084,1304,0.074,179050,0.062,0.418,611746550,278940950 ( 83.8% ),74883,33007 ( 78.8% ),52308087303,6685352,5,046_인천상륙작전.xlsx
25,2016-08-21,496,0.083,1254,0.073,171782,0.061,0.448,637569400,25822850 ( 4.2% ),76883,2000 ( 2.7% ),52945656703,6762235,5,046_인천상륙작전.xlsx
26,2016-08-22,472,0.086,1313,0.081,183604,0.069,0.173,229604400,-407965000 ( -64.0% ),31841,-45042 ( -58.6% ),53175261103,6794076,4,046_인천상륙작전.xlsx
27,2016-08-23,482,0.087,1319,0.082,182811,0.069,0.156,202949100,-26655300 ( -11.6% ),28570,-3271 ( -10.3% ),53378210203,6822646,4,046_인천상륙작전.xlsx
28,2016-08-24,441,0.081,1135,0.069,153704,0.057,0.161,176291500,-26657600 ( -13.1% ),24785,-3785 ( -13.2% ),53554501703,6847431,5,046_인천상륙작전.xlsx
29,2016-08-25,374,0.063,794,0.048,112490,0.041,0.172,133978600,-42312900 ( -24.0% ),19345,-5440 ( -21.9% ),53688480303,6866776,6,046_인천상륙작전.xlsx
30,2016-08-26,378,0.062,797,0.047,109607,0.039,0.17,146378400,12399800 ( 9.3% ),18681,-664 ( -3.4% ),53834858703,6885457,7,046_인천상륙작전.xlsx
